Class Scope;Class Name;Superclass;Implemented Interfaces;Abstract Class;Interface;Static class;Method Scope;Return Type;Method Name;Method Arguments;Abstract Method;Static Method;
PUBLIC;KeyValueCodingProtectedAccessor;com.webobjects.foundation.NSKeyValueCoding$ValueAccessor;;false;false;false;PUBLIC;void;<init>;();false;false;
PUBLIC;KeyValueCodingProtectedAccessor;com.webobjects.foundation.NSKeyValueCoding$ValueAccessor;;false;false;false;PUBLIC;java.lang.Object;fieldValue;(java.lang.Object,java.lang.reflect.Field);false;false;
PUBLIC;KeyValueCodingProtectedAccessor;com.webobjects.foundation.NSKeyValueCoding$ValueAccessor;;false;false;false;PUBLIC;void;setFieldValue;(java.lang.Object,java.lang.reflect.Field,java.lang.Object);false;false;
PUBLIC;KeyValueCodingProtectedAccessor;com.webobjects.foundation.NSKeyValueCoding$ValueAccessor;;false;false;false;PUBLIC;java.lang.Object;methodValue;(java.lang.Object,java.lang.reflect.Method);false;false;
PUBLIC;KeyValueCodingProtectedAccessor;com.webobjects.foundation.NSKeyValueCoding$ValueAccessor;;false;false;false;PUBLIC;void;setMethodValue;(java.lang.Object,java.lang.reflect.Method,java.lang.Object);false;false;
PUBLIC;KeyValueCodingProtectedAccessor;com.webobjects.foundation.NSKeyValueCoding$ValueAccessor;;false;false;false;PUBLIC;java.lang.String;toString;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;projectDir;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;projectDirNotNormalized;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;languageDir;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;projectName;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;projectTypeName;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;languageName;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;void;addComponent;(java.lang.String,java.lang.String);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;pathToBucket;(java.lang.String);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;void;addFileKey;(java.lang.String,java.lang.String);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;void;openFile;(java.lang.String,int,java.lang.String);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;pathForFrameworkNamed;(java.lang.String);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;void;setPathForFramework;(java.lang.String,java.lang.String);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;void;extractFilesIntoWOProject;(com.webobjects._ideservices._WOProject);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;ideApplicationName;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;ideProjectPath;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePaths;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePathURLs;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;void;addFilenameExtensionToListOfKnowns;(java.lang.String);true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;void;refreshUnderlyingProjectCache;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.lang.String;bundlePath;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProject;java.lang.Object;;true;true;false;PUBLIC;java.net.URL;bundlePathURL;();true;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects._ideservices._IDEProjectPB;pbProjectAtPath;(java.lang.String);false;true;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;<init>;(com.webobjects._ideservices._PBProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectDir;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectDirNotNormalized;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;languageDir;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectTypeName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;languageName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSMutableArray;fileListForKey;(java.lang.String,boolean);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;pathForFrameworkNamed;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;setPathForFramework;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addComponent;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;pathToBucket;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addFileKey;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;openFile;(java.lang.String,int,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractFilesIntoWOProject;(com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractFilesFromProjectIntoWOProject;(com.webobjects._ideservices._PBProject,com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractFrameworksFromProjectIntoWOProject;(com.webobjects._ideservices._PBProject,com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractEOModelsFromProjectIntoWOProject;(com.webobjects._ideservices._PBProject,com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractResourcesFromProjectIntoWOProject;(com.webobjects._ideservices._PBProject,com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractResourcesFromProjectWithKeyIntoWOProject;(com.webobjects._ideservices._PBProject,java.lang.String,com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractFilesForKeyFromProjectIntoWOProject;(java.lang.String,com.webobjects._ideservices._PBProject,com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;ideApplicationName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;ideProjectPath;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePaths;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePathURLs;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addFilenameExtensionToListOfKnowns;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;refreshUnderlyingProjectCache;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;bundlePath;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPB;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.net.URL;bundlePathURL;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects._ideservices._IDEProjectPBX;pbxProjectAtPath;(java.lang.String);false;true;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;<init>;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;createTargetList;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectDir;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectDirNotNormalized;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;languageDir;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectTypeName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;languageName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addComponent;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;pathToBucket;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addFileKey;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;openFile;(java.lang.String,int,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;pathForFrameworkNamed;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;setPathForFramework;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;boolean;isPureJavaProject;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;ideApplicationName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;ideProjectPath;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSArray;_filesOfTypes;(com.webobjects.foundation.NSArray);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractFilesIntoWOProject;(com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractModelsIntoWOProject;(com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractFrameworksIntoWOProject;(com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePaths;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePathURLs;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addFilenameExtensionToListOfKnowns;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractResourcesIntoWOProject;(com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;_projectFileObserverNotification;(com.webobjects.foundation.NSNotification);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;_openProjectObserverNotification;(com.webobjects.foundation.NSNotification);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;_targetObserverNotification;(com.webobjects.foundation.NSNotification);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;_targetFileObserverNotification;(com.webobjects.foundation.NSNotification);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;refreshUnderlyingProjectCache;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;bundlePath;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectPBX;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.net.URL;bundlePathURL;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;<init>;(com.webobjects._ideservices._WOLipsProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects._ideservices._WOLipsProject;wolipsProjectFromEclipseProject;(java.lang.String);false;true;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;wolipsProjectAtPath;(java.lang.String);false;true;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addComponent;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addFileKey;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;addFilenameExtensionToListOfKnowns;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;bundlePath;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.net.URL;bundlePathURL;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;extractFilesIntoWOProject;(com.webobjects._ideservices._WOProject);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePathURLs;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;com.webobjects.foundation.NSArray;frameworkBundlePaths;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;ideApplicationName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;ideProjectPath;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;languageDir;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;languageName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;openFile;(java.lang.String,int,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;pathForFrameworkNamed;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;pathToBucket;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectDir;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectDirNotNormalized;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;java.lang.String;projectTypeName;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;refreshUnderlyingProjectCache;();false;false;
PUBLIC;com.webobjects._ideservices._IDEProjectWOLips;java.lang.Object;[com.webobjects._ideservices._IDEProject];false;false;false;PUBLIC;void;setPathForFramework;(java.lang.String,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;<init>;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects._ideservices._PBProject;pbProjectAtPath;(java.lang.String);false;true;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setObjectForKey;(java.lang.Object,java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.Object;objectForKey;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;renameProject;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;removeObjectForKey;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;_canonicalFile;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;_projectDir;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects._ideservices._PBProject;rootProject;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects._ideservices._PBProject;superProject;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;languageDir;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;long;_touched;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setTouched;(long);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;projectType;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;projectTypeName;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;projectName;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;appIconFileForOSType;(int);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;appHelpFileForOSType;(int);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;versionNb;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;bundleExtension;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;languageName;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;applicationClass;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;mainNibFileForOSType;(int);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;prefixStringWithOSType;(java.lang.String,int);false;true;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects.foundation.NSMutableArray;docExtensionsForOSType;(int);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;shouldGenerateMain;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;java.lang.String;projectVersion;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setProjectVersion;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;addSystemExtensions;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects.foundation.NSArray;systemExtensions;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setShouldGenerateMain;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setProjectDir;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setVersionNb;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setProjectType;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setProjectName;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setLanguageName;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setAppIconFileForOSType;(java.lang.String,int);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setAppHelpFileForOSType;(java.lang.String,int);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setApplicationClass;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setMainNibFileForOSType;(java.lang.String,int);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;void;setBundleExtension;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects.foundation.NSMutableDictionary;filesTable;();false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects.foundation.NSMutableArray;fileListForKey;(java.lang.String);false;false;
PUBLIC;com.webobjects._ideservices._PBProject;java.lang.Object;;false;false;false;PUBLIC;com.webobjects.foundation.NSMutableArray;fileListForKey;(java.lang.String,boolean);false;false;
